,Location,Value,Title,Category,company,longitude,latitude
11,Rockhampton Area,218,Nurse,Where they live,queensland-government,,
12,"Westbrook, QLD",209,Nurse,Where they live,queensland-government,,
13,"Bundaberg, QLD",168,Nurse,Where they live,queensland-government,,
14,"Hervey Bay, QLD",160,Nurse,Where they live,queensland-government,,
0,QUT (Queensland University of Technology),1078,Nurse,Where they studied,queensland-government,153.027,-27.4773
1,Griffith University,881,Nurse,Where they studied,queensland-government,153.0593735,-27.549348
2,James Cook University,438,Nurse,Where they studied,queensland-government,146.757042,-19.327193
3,University of Southern Queensland,412,Nurse,Where they studied,queensland-government,151.9319815,-27.603528
4,The University of Queensland,364,Nurse,Where they studied,queensland-government,153.013225,-27.497473
5,CQUniversity,349,Nurse,Where they studied,queensland-government,150.518641,-23.3212855
6,University of Tasmania,305,Nurse,Where they studied,queensland-government,147.326802,-42.903399
7,Australian Catholic University,291,Nurse,Where they studied,queensland-government,153.088733,-27.378408
8,TAFE Queensland,275,Nurse,Where they studied,queensland-government,153.03402,-27.586853
9,University of the Sunshine Coast,250,Nurse,Where they studied,queensland-government,153.0626015,-26.717528
10,Southern Cross University,126,Nurse,Where they studied,queensland-government,153.3001105,-28.8174585
11,University of Newcastle,115,Nurse,Where they studied,queensland-government,151.702652,-32.893239
12,Flinders University,95,Nurse,Where they studied,queensland-government,138.572376,-35.023065
13,Australian College of Nursing (ACN),72,Nurse,Where they studied,queensland-government,151.00502,-33.80825
14,University of New England (AU),71,Nurse,Where they studied,queensland-government,151.643847,-30.48505
0,Nursing,1745,Nurse,What they are skilled at,queensland-government,,
1,Healthcare,1478,Nurse,What they are skilled at,queensland-government,,
2,Hospitals,1116,Nurse,What they are skilled at,queensland-government,,
3,Patient Safety,1047,Nurse,What they are skilled at,queensland-government,,
4,Customer Service,848,Nurse,What they are skilled at,queensland-government,,
5,Healthcare Management,755,Nurse,What they are skilled at,queensland-government,,
6,Basic Life Support (BLS),725,Nurse,What they are skilled at,queensland-government,,
7,Leadership,693,Nurse,What they are skilled at,queensland-government,,
8,Clinical Research,654,Nurse,What they are skilled at,queensland-government,,
9,Communication,608,Nurse,What they are skilled at,queensland-government,,
10,Acute Care,569,Nurse,What they are skilled at,queensland-government,,
11,Critical Care Medicine,549,Nurse,What they are skilled at,queensland-government,,
12,Microsoft Office,549,Nurse,What they are skilled at,queensland-government,,
13,Nursing Education,529,Nurse,What they are skilled at,queensland-government,,
14,Inpatient Care,522,Nurse,What they are skilled at,queensland-government,,
0,Registered Nursing,2057,Nurse,What they studied,queensland-government,,
1,Nursing,974,Nurse,What they studied,queensland-government,,
2,Nursing Science,217,Nurse,What they studied,queensland-government,,
3,Mental Health Nurse,173,Nurse,What they studied,queensland-government,,
4,Critical Care Nursing,162,Nurse,What they studied,queensland-government,,
5,Nursing,158,Nurse,What they studied,queensland-government,,
6,Health Care Administration,156,Nurse,What they studied,queensland-government,,
7,Health Care Administration,154,Nurse,What they studied,queensland-government,,
8,Trauma Nursing,146,Nurse,What they studied,queensland-government,,
9,Public Health,138,Nurse,What they studied,queensland-government,,
10,Organizational Leadership,111,Nurse,What they studied,queensland-government,,
11,Health and Wellness,97,Nurse,What they studied,queensland-government,,
12,Nursing Education,89,Nurse,What they studied,queensland-government,,
13,Business Administration and Management,87,Nurse,What they studied,queensland-government,,
14,Nursing Practice,74,Nurse,What they studied,queensland-government,,
0,Australia,158,Nurse,Where they live,northern-nsw-local-health-district,,
1,"New South Wales, Australia",132,Nurse,Where they live,northern-nsw-local-health-district,,
2,Gold Coast,55,Nurse,Where they live,northern-nsw-local-health-district,,
3,"Tweed, NSW",38,Nurse,Where they live,northern-nsw-local-health-district,,
4,"Lismore, NSW",28,Nurse,Where they live,northern-nsw-local-health-district,,
5,"Queensland, Australia",22,Nurse,Where they live,northern-nsw-local-health-district,,
6,"Sydney, NSW",19,Nurse,Where they live,northern-nsw-local-health-district,,
7,Greater Sydney Area,19,Nurse,Where they live,northern-nsw-local-health-district,,
8,"Gold Coast, QLD",17,Nurse,Where they live,northern-nsw-local-health-district,,
9,"Ballina, NSW",9,Nurse,Where they live,northern-nsw-local-health-district,,
10,"Grafton, NSW",7,Nurse,Where they live,northern-nsw-local-health-district,,
11,"Pearces Creek, NSW",6,Nurse,Where they live,northern-nsw-local-health-district,,
12,"Ocean Shores, NSW",6,Nurse,Where they live,northern-nsw-local-health-district,,
13,"Brisbane, QLD",4,Nurse,Where they live,northern-nsw-local-health-district,,
14,Greater Brisbane Area,4,Nurse,Where they live,northern-nsw-local-health-district,,
0,Southern Cross University,39,Nurse,Where they studied,northern-nsw-local-health-district,153.3001105,-28.8174585
1,University of Tasmania,20,Nurse,Where they studied,northern-nsw-local-health-district,147.326802,-42.903399
2,Griffith University,13,Nurse,Where they studied,northern-nsw-local-health-district,153.0593735,-27.549348
3,University of Technology Sydney,13,Nurse,Where they studied,northern-nsw-local-health-district,151.200549,-33.883964
4,Australian College of Nursing (ACN),9,Nurse,Where they studied,northern-nsw-local-health-district,151.00502,-33.80825
5,Western Sydney University,7,Nurse,Where they studied,northern-nsw-local-health-district,151.189728,-33.889192
6,University of Newcastle,7,Nurse,Where they studied,northern-nsw-local-health-district,151.702652,-32.893239
7,Charles Sturt University,7,Nurse,Where they studied,northern-nsw-local-health-district,149.565825,-33.429908
8,University of Sydney,7,Nurse,Where they studied,northern-nsw-local-health-district,151.1868,-33.8884
9,University of New England (AU),7,Nurse,Where they studied,northern-nsw-local-health-district,151.643847,-30.48505
10,TAFE NSW,6,Nurse,Where they studied,northern-nsw-local-health-district,151.199666,-33.882324
11,Flinders University,5,Nurse,Where they studied,northern-nsw-local-health-district,138.572376,-35.023065
12,QUT (Queensland University of Technology),5,Nurse,Where they studied,northern-nsw-local-health-district,153.027,-27.4773
13,Australian Catholic University,4,Nurse,Where they studied,northern-nsw-local-health-district,153.088733,-27.378408
14,University of Melbourne,4,Nurse,Where they studied,northern-nsw-local-health-district,144.9628925,-37.798269
0,Nursing,55,Nurse,What they are skilled at,northern-nsw-local-health-district,,
1,Healthcare,46,Nurse,What they are skilled at,northern-nsw-local-health-district,,
2,Hospitals,35,Nurse,What they are skilled at,northern-nsw-local-health-district,,
3,Healthcare Management,32,Nurse,What they are skilled at,northern-nsw-local-health-district,,
4,Patient Safety,26,Nurse,What they are skilled at,northern-nsw-local-health-district,,
5,Management,25,Nurse,What they are skilled at,northern-nsw-local-health-district,,
6,Leadership,22,Nurse,What they are skilled at,northern-nsw-local-health-district,,
7,Communication,20,Nurse,What they are skilled at,northern-nsw-local-health-district,,
8,Basic Life Support (BLS),19,Nurse,What they are skilled at,northern-nsw-local-health-district,,
9,Customer Service,19,Nurse,What they are skilled at,northern-nsw-local-health-district,,
10,Clinical Research,18,Nurse,What they are skilled at,northern-nsw-local-health-district,,
11,Critical Care Nursing,18,Nurse,What they are skilled at,northern-nsw-local-health-district,,
12,Acute Care,18,Nurse,What they are skilled at,northern-nsw-local-health-district,,
13,Health Education,16,Nurse,What they are skilled at,northern-nsw-local-health-district,,
14,Public Health,13,Nurse,What they are skilled at,northern-nsw-local-health-district,,
0,Registered Nursing,65,Nurse,What they studied,northern-nsw-local-health-district,,
1,Nursing,33,Nurse,What they studied,northern-nsw-local-health-district,,
2,Critical Care Nursing,14,Nurse,What they studied,northern-nsw-local-health-district,,
3,Health Care Administration,11,Nurse,What they studied,northern-nsw-local-health-district,,
4,Nursing,6,Nurse,What they studied,northern-nsw-local-health-district,,
5,Trauma Nursing,6,Nurse,What they studied,northern-nsw-local-health-district,,
6,Health Care Administration,5,Nurse,What they studied,northern-nsw-local-health-district,,
7,Business Administration and Management,5,Nurse,What they studied,northern-nsw-local-health-district,,
8,Medical/Health Management,4,Nurse,What they studied,northern-nsw-local-health-district,,
9,Organizational Leadership,4,Nurse,What they studied,northern-nsw-local-health-district,,
10,"Teacher Education, Multiple Levels",3,Nurse,What they studied,northern-nsw-local-health-district,,
11,Nursing,3,Nurse,What they studied,northern-nsw-local-health-district,,
12,Criminal Justice,3,Nurse,What they studied,northern-nsw-local-health-district,,
13,Medical/Health Management,3,Nurse,What they studied,northern-nsw-local-health-district,,
14,Public Health,3,Nurse,What they studied,northern-nsw-local-health-district,,
0,Australia,2530,Nurse,Where they live,monash-health,,
1,"Victoria, Australia",2390,Nurse,Where they live,monash-health,,
2,Greater Melbourne Area,2246,Nurse,Where they live,monash-health,,
3,"Melbourne, VIC",2131,Nurse,Where they live,monash-health,,
4,"Cannons Creek, VIC",117,Nurse,Where they live,monash-health,,
5,"Pakenham Upper, VIC",55,Nurse,Where they live,monash-health,,
6,United Kingdom,24,Nurse,Where they live,monash-health,,
7,"England, United Kingdom",23,Nurse,Where they live,monash-health,,
8,"Queensland, Australia",13,Nurse,Where they live,monash-health,,
9,"New South Wales, Australia",9,Nurse,Where they live,monash-health,,
10,"Drouin West, VIC",8,Nurse,Where they live,monash-health,,
11,"South Australia, Australia",7,Nurse,Where they live,monash-health,,
12,"Geelong, VIC",7,Nurse,Where they live,monash-health,,
13,United States,7,Nurse,Where they live,monash-health,,
14,"Macclesfield, VIC",6,Nurse,Where they live,monash-health,,
0,Monash University,551,Nurse,Where they studied,monash-health,145.133607,-37.91063
1,Deakin University,363,Nurse,Where they studied,monash-health,145.114309,-37.846971
2,La Trobe University,154,Nurse,Where they studied,monash-health,145.0482135,-37.7212385
3,Australian Catholic University,136,Nurse,Where they studied,monash-health,153.088733,-27.378408
4,University of Melbourne,122,Nurse,Where they studied,monash-health,144.9628925,-37.798269
5,RMIT University,114,Nurse,Where they studied,monash-health,144.9639,-37.8083
6,Victoria University,63,Nurse,Where they studied,monash-health,144.899006,-37.7993545
7,Federation University Australia,59,Nurse,Where they studied,monash-health,153.013225,-27.497473
8,Holmesglen,58,Nurse,Where they studied,monash-health,145.085272,-37.876426
9,Swinburne University of Technology,50,Nurse,Where they studied,monash-health,110.357014,1.532147
10,"Nursing and Midwifery, Monash University",46,Nurse,Where they studied,monash-health,-97.742277,30.263067
11,Chisholm Institute,41,Nurse,Where they studied,monash-health,145.343171,-38.042331
12,University of Tasmania,29,Nurse,Where they studied,monash-health,147.326802,-42.903399
13,University of South Australia,27,Nurse,Where they studied,monash-health,138.591758,-34.922619
14,Australian College of Nursing (ACN),26,Nurse,Where they studied,monash-health,151.00502,-33.80825
0,Nursing,539,Nurse,What they are skilled at,monash-health,,
1,Healthcare,440,Nurse,What they are skilled at,monash-health,,
2,Hospitals,300,Nurse,What they are skilled at,monash-health,,
3,Communication,289,Nurse,What they are skilled at,monash-health,,
4,Patient Safety,256,Nurse,What they are skilled at,monash-health,,
5,Customer Service,245,Nurse,What they are skilled at,monash-health,,
6,Leadership,236,Nurse,What they are skilled at,monash-health,,
7,Teamwork,211,Nurse,What they are skilled at,monash-health,,
8,Healthcare Management,206,Nurse,What they are skilled at,monash-health,,
9,Basic Life Support (BLS),185,Nurse,What they are skilled at,monash-health,,
10,Time Management,159,Nurse,What they are skilled at,monash-health,,
11,Microsoft Office,156,Nurse,What they are skilled at,monash-health,,
12,Clinical Research,153,Nurse,What they are skilled at,monash-health,,
13,Acute Care,150,Nurse,What they are skilled at,monash-health,,
14,Nursing Education,143,Nurse,What they are skilled at,monash-health,,
0,Registered Nursing,708,Nurse,What they studied,monash-health,,
1,Nursing,337,Nurse,What they studied,monash-health,,
2,Critical Care Nursing,88,Nurse,What they studied,monash-health,,
3,Mental Health Nurse,74,Nurse,What they studied,monash-health,,
4,Nursing,71,Nurse,What they studied,monash-health,,
5,Health Care Administration,60,Nurse,What they studied,monash-health,,
6,Public Health,40,Nurse,What they studied,monash-health,,
7,Health Care Administration,38,Nurse,What they studied,monash-health,,
8,Nursing Science,38,Nurse,What they studied,monash-health,,
9,Nursing Practice,34,Nurse,What they studied,monash-health,,
10,Nursing Education,33,Nurse,What they studied,monash-health,,
11,Trauma Nursing,28,Nurse,What they studied,monash-health,,
12,Organizational Leadership,28,Nurse,What they studied,monash-health,,
13,Psychology,25,Nurse,What they studied,monash-health,,
14,Business Administration and Management,24,Nurse,What they studied,monash-health,,
0,Australia,1373,Nurse,Where they live,st-john-of-god-health-care,,
1,"Western Australia, Australia",835,Nurse,Where they live,st-john-of-god-health-care,,
2,Greater Perth Area,762,Nurse,Where they live,st-john-of-god-health-care,,
3,"Perth, WA",753,Nurse,Where they live,st-john-of-god-health-care,,
4,"Victoria, Australia",405,Nurse,Where they live,st-john-of-god-health-care,,
5,Greater Melbourne Area,126,Nurse,Where they live,st-john-of-god-health-care,,
6,"Melbourne, VIC",120,Nurse,Where they live,st-john-of-god-health-care,,
7,"Geelong, VIC",102,Nurse,Where they live,st-john-of-god-health-care,,
8,"New South Wales, Australia",70,Nurse,Where they live,st-john-of-god-health-care,,
9,"Ballarat, VIC",53,Nurse,Where they live,st-john-of-god-health-care,,
10,"Bendigo, VIC",45,Nurse,Where they live,st-john-of-god-health-care,,
11,"Sydney, NSW",42,Nurse,Where they live,st-john-of-god-health-care,,
12,Greater Sydney Area,42,Nurse,Where they live,st-john-of-god-health-care,,
13,"Bunbury, WA",35,Nurse,Where they live,st-john-of-god-health-care,,
14,Ireland,32,Nurse,Where they live,st-john-of-god-health-care,,
0,Edith Cowan University,156,Nurse,Where they studied,st-john-of-god-health-care,115.653393,-33.367732
1,The University of Notre Dame Australia,134,Nurse,Where they studied,st-john-of-god-health-care,115.7439855,-32.056436
2,Curtin University,126,Nurse,Where they studied,st-john-of-god-health-care,114.017186,4.51234
3,Deakin University,65,Nurse,Where they studied,st-john-of-god-health-care,145.114309,-37.846971
4,La Trobe University,48,Nurse,Where they studied,st-john-of-god-health-care,145.0482135,-37.7212385
5,Murdoch University,44,Nurse,Where they studied,st-john-of-god-health-care,115.841134,-32.06937175
6,Australian Catholic University,44,Nurse,Where they studied,st-john-of-god-health-care,153.088733,-27.378408
7,University of Tasmania,40,Nurse,Where they studied,st-john-of-god-health-care,147.326802,-42.903399
